OBJECTID,BUSINESSNAME,PRINCIPALOWNER,EXPIRATIONDATE,GIS_LAST_MOD_DTTM,WEBSITE,WARD,STARTDATE,PROPOSALPOINTS,PHONE,OTHERCERTIFICATIONS,ORGANIZATIONTYPE,FAX,EMAIL,DATEESTABLISHED,CONTACTNAME,CERTIFICATIONNUMBER,BUSINESSDESC,BIDPRICEREDUCTION,ADDRESS,SBE,CATEGORIES,MAR_ID,XCOORD,YCOORD,LATITUDE,LONGITUDE
1526,The Privacy Advocate LLC,Grace Buckler,2019-05-12T00:00:00.000Z,2019-02-08T05:02:22.000Z,theprivacyadvocate.com,5,2016-12-08T00:00:00.000Z,12,2027404556,,LLC,,info@theprivacyadvocate.com,2014-11-21T00:00:00.000Z,Grace Buckler,LSDR39082052019,"Due to technical glitches in this section of the application, please see attachment in miscellaneous documents.",,1836 MICHIGAN AVENUE NE Washington DC 20018 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",54996,401786.68,141899.25,38.9449852756843,-76.9793898109304
1527,Stanton View Development,"Jerry Vines;Don Lee",2021-09-06T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.stantonview.com,8,2018-09-06T00:00:00.000Z,5,2023809000,,LLC,,don@stantonview.com,2008-05-08T00:00:00.000Z,Don Lee,LS34366092021,"Stanton View Development, LLC is a full-scale Community and Urban Development Company based in Washington, DC specializing in affordable housing. Our services range form acquisition, planning and development, land management, construction, project management, marketing/sales, compliance and general administration.",.05,1054 31ST STREET NW WASHINGTON DC 20007 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",273823,394677.04,137405.63,38.9044910194636,-77.0613679775186
1528,Star Enterprises Inc.,Naomi Brown,2021-09-06T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.star-enterprises.org,6,2018-09-06T00:00:00.000Z,12,8884758044,,Corporation,8884087868,star-enterprises@live.com,2010-09-14T00:00:00.000Z,Naomi Brown,LSDZR61427092021,"Star Enterprises Inc is a minority and woman owned eco-friendly facilities service company located in Washington DC that provides janitorial, facilities, and management services to area hotels, apartment buildings and building contractors in the DC Metropolitan",.12,700 7TH STREET SW WASHINGTON DC 20024 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",145213,398131.71,134716.86,38.8802837153954,-77.0215320563312
1529,"Star Office Products, Inc.",Samina Ahmad,2021-11-05T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.starofficeproducts.net,2,2018-11-05T00:00:00.000Z,7,2027919027,,Corporation,2027919001,sales@starofficeproducts.net,1995-10-18T00:00:00.000Z,Samina Ahmad,LSD74423112021,"We provide Office, Computer, Janitorial, Break room, Technology, Audio Visual, School supplies and furniture.We also provide Ricoh copiers.",.07,1000 POTOMAC STREET NW WASHINGTON DC 20007 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);",273720,394353.11,137281.23,38.9033683594055,-77.0651015164091
1530,"Wamwaw, LLC dba Social Driver","Anthony Shop;Thomas Sanchez",2022-01-15T00:00:00.000Z,2019-02-08T05:02:22.000Z,socialdriver.com,2,2019-01-15T00:00:00.000Z,12,8663957845,,LLC,8882475829,info@socialdriver.com,2008-07-18T00:00:00.000Z,Thomas Sanchez,LSDZR31576012022,"Social Driver is a digital agency that specializes in making meaningful connections through digital solutions. Our designers, developers and marketers work together to build innovative social technology solutions that connect our clients to the digital future. Our specific capabilities include: social media strategy, responsive web design, community management, digital advocacy, digital marketing + SEO, mobile applications, product development, social driver roadmap, reputation management, creative design, content strategy, social media training, Millennial and Gen Z marketing and dashboard + data visualization.",.12,1030 15TH STREET NW WASHINGTON DC 20005 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",278796,396967,137284.63,38.903411893535,-77.034966682168
1531,"Warrenton Group Construction, The",Marisa Flowers,2019-05-06T00:00:00.000Z,2019-02-08T05:02:22.000Z,,3,2016-06-09T00:00:00.000Z,10,2024786299,,Corporation,,mgflowers@warrentongroupconstruction.com,2016-03-06T00:00:00.000Z,Warren Williams,LSR36543052019,"General contracting services for residential and commercial development, construction management, property maintenance and repairs",,5335 WISCONSIN AVENUE NW Washington DC 20015 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",303179,392646.48,143583.12,38.9601250647371,-77.0848443210189
1532,"Washington Area Network Services, LLC",ANTHONY CLARK,2019-12-19T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.wans-dc.com,4,2016-11-17T00:00:00.000Z,12,2022621851,,LLC,2027232341,tclark@wans-dc.com,2001-09-17T00:00:00.000Z,ANTHONY CLARK,LSDR5702122019,COMPUTER RELATED SERVICES,,1142 BUCHANAN STREET NW WASHINGTON DC 20011 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",252702,397535.58,142006.64,38.9459510352524,-77.028428622155
1533,Washington Door and Hardware LLC,"desha golden;ryan golden",2022-02-07T00:00:00.000Z,2019-02-08T05:02:22.000Z,washingtondoor.net,4,2019-02-07T00:00:00.000Z,7,2022975922,,LLC,8882931562,desha@washingtondoor.net,2013-12-04T00:00:00.000Z,desha golden,LSD70706022022,"We are a distribution company specializing in sales of doors, frames, hardware and miscellaneous other building materials. We sell wood doors, hollow metal doors, metal frames, hardware, visual displays (white and tack boards). We demo old frames and doors and will install new ones. We install all of the products that we sell. We represent top tier manufacturers.",.07,5764 2ND STREET NE Washington DC 20011 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);",288720,399611.17,143410.27,38.9585986844348,-77.0044861924785
1534,Washington Occupational Health Associates Inc.,"Cynthia Chase;Kenneth Chase",2021-05-14T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.woha.com,2,2018-05-14T00:00:00.000Z,10,2024636698,,Corporation,2022236525,kchase@woha.com,1980-06-30T00:00:00.000Z,Kenneth Chase,LSR95630052021,Occupational and Environmental Health & Consulting Firm,.1,1140 19TH STREET NW WASHINGTON DC 20036 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",241076,396193.86,137456.2,38.9049544485118,-77.04388096527
1535,Tarbert Marbert Galleries LLC dba Long View Gallery,"William Waybourn;Craig Spaulding",2021-06-14T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.longviewgallerydc.com,2,2018-06-14T00:00:00.000Z,12,2022324788,,LLC,2024033041,drew_porterfield@longviewgallery.com,2006-09-21T00:00:00.000Z,Drew Porterfield,LSZR14126062021,"Long View Gallery is Washington D.C.s premiere fine art and custom framing resource, providing a variety of versatile, high quality and professional services for all of your design needs. We are known for our creative approach to art and framing, working in tandem with clients to fulfill their design needs. Our success stems from our ability to adapt to a changing market. We specialize in quickly and effectively understanding the unique challenges of every project and providing options to integrate fine art and framing into all interiors in a manner consistent with clients requests. In addition to fine art consulting and custom framing, Long View Gallery operates as the Districts finest private events venue. With clients such as BMW, JCrew, Sony Music Group and Lexus, our talents are unmatched.",.12,1234 9TH STREET NW WASHINGTON DC 20001 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",243264,397900.46,137645.73,38.9066675339809,-77.0242061647867
1536,"Total Management, Inc.",Steven Bernstein,2021-01-16T00:00:00.000Z,2019-02-08T05:02:22.000Z,totalmanagamentinc.com,1,2018-01-16T00:00:00.000Z,12,2027891333,,Corporation,2027890218,tgavan@totalmanagementinc.com,1974-01-01T00:00:00.000Z,Thomas Gavan,LSZX52750012021,"General contractor that provides construction management, construction rehab and tenant improvements for commercial building owners.",,1301 BELMONT STREET NW WASHINGTON DC 20009 ,true,"Local Business Enterprise (LBE);Longtime Resident Business (LRB);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",232077,397388.38,139272.77,38.9213230831684,-77.0301162617819
1537,Yellow cab Co. of DC Inc.,Vaughn Williams,2020-02-23T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.dcyellowcab.com,5,2017-01-18T00:00:00.000Z,7,2025467900,,Corporation,,,1959-01-01T00:00:00.000Z,Christopher Grayton,LSZ15676022020,Yellow Cab Co. of DC is a family-owned taxicab company operating in Washington DC. The company with a fleet of over 500 sedans and wheelchair accessible vehicles provides transportation services to residents and visitors to the City in a safe reliable manner. YCDC is also one of the main service providers for the Citys Transport-DC program which is an alternative to Metro Access,,1636 BLADENSBURG ROAD NE WASHINGTON DC 20002 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",58756,402016.57,138293.6,38.9125039631568,-76.976748516254
1538,YEN Group,Yvonne Carr,2020-04-26T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.yengroupinc.com,3,2017-04-06T00:00:00.000Z,10,2028367288,,Corporation,,ycarr@yengroupinc.com,2015-10-27T00:00:00.000Z,Yvonne Carr,LSR32951042020,"YEN Group specializes in business development and consulting services for-profit and not-for-profit organizations in the US and overseas with a focus in Africa - industries include: agribusiness, trade support, language services, energy and real estate development.",,3003 VAN NESS STREET NW Washington DC 20008 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",220630,394690.39,141760.81,38.9437239403576,-77.0612477539858
1539,Z Companies LLC,"Esete-Mariam Tequame;Este Tequame;Zewdu Haileyesus",2019-02-28T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.zcompanies.info,4,2015-12-30T00:00:00.000Z,12,2023212102,,LLC,2028859421,dmvconstruction@gmail.com,2005-01-14T00:00:00.000Z,Zewdu Haileyesus,LSZR5248022019,ZCompanies is to Renovate and to construct building vertically and horizontally with global efforts to reduce energy consumption and are now advancing throughput the industry in (green) building practices and have created (new) trends and advancing in Architectural design Innovations.,,1363 PEABODY STREET NW WASHINGTON DC 20011 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",258184,397189.78,143949.48,38.9634516156544,-77.0324256012493
1540,"Yun Associates, LLC",Xiaohong Yun,2019-06-10T00:00:00.000Z,2019-02-08T05:02:22.000Z,,2,2016-06-10T00:00:00.000Z,7,2023449546,,LLC,4257401792,byun@yunassociates.com,2015-09-28T00:00:00.000Z,Xiaohong Yun,LSD66120062019,"Yun Associates LLC offers a full range of Structural Engineering Consulting Services including analysis and design of structures, construction document preparation, construction contract administration, consultations, evaluations and reports. Yun Associates has been actively engaged in providing structural engineering services since its inception. The founder of Yun Associates has been responsible for the design of many major structures. These structures include office buildings, college and university facilities, high school and elementary schools, residential facilities, sports facilities, museums and libraries, hospitals and research centers, airport terminals, parking structures, municipal, state and federal buildings with a long list of awards for excellence attests to the quality of his services. Yun Associates LLC focuses its business in the District of Columbia, Maryland and Virginia. Services provided by Yun Associates include: •\tStructural Engineering Analysis, Design and Documentation •\tBlast Analysis and Design •\tSustainable Design •\tFeasibility Studies •\tExisting Condition Survey and Investigations •\tOn Call Engineering Services •\tValue Analysis and Peer Reviews Yun Associates LLC is on the cutting edge of utilizing the latest software and integrating it into structural analysis, design and documentation. All our projects are modeled in Revit and we constantly explore new opportunities to streamline analysis and design process with Building Information Modeling to minimize human errors in documentation. By doing that we are able to create more accurate and well-coordinated construction documents, reduce the number of RFIs, minimize conflicts in field and thus ensure projects can be built on time and within budget.",,1775 K STREET NW Washington DC 20006 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);",218478,396419.95,137226.05,38.9028821264152,-77.0412731757313
1541,"Zane Networks, LLC","Alexandra Jellerette;Luigi Leblanc",2019-05-16T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.zanenetworks.com,2,2017-02-07T00:00:00.000Z,9,2027962840,,LLC,2028533934,support@zanenetworks.com,2000-01-30T00:00:00.000Z,Alexandra Jellerette,LSDZ64011052019,"Zane Networks, LLC serves public and private entities by solving complex problems using innovative technologies in the areas of health information technologies, video and audio teleconferencing, telehealth, medical and technical staffing and support and print and online communications.",,506 9TH STREET NW WASHINGTON DC 20004 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",308750,397903.18,136512.93,38.8964628752422,-77.0241713470539
1542,ZC Solutions LLC,Ganzaya Camacho,2019-08-29T00:00:00.000Z,2019-02-08T05:02:22.000Z,zc-solutions.com,8,2016-11-10T00:00:00.000Z,7,3017449292,,LLC,,zaya@zc-solutions.com,2015-12-17T00:00:00.000Z,Ganzaya Camacho,LSZ33909082019,"ZC Solutions is a strategically integrated Management and Operations Consulting Services Firm focusing on providing value to clients through tailored solutions based on industry leading best practices. ZC Solutions services focus on broad spectrum of IT Services supporting Business Process, IT Effectiveness, and Talent Management. We help forward thinking clients both in government agencies and private organizations. We not only solve problems and improve operations but also help you utilize technology to create new opportunities, profit, and realize your goals.",,1227 GOOD HOPE ROAD SE Washington DC 20020 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",70812,401061.28,133241.92,38.866998210384,-76.9877710169881
1543,Zenith Gallery,"Albert Goldberg;Michael R Klein;Janet Goldberg;Margery Goldberg",2019-07-21T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.zenithgallery.com,4,2016-07-21T00:00:00.000Z,12,2027832963,,Corporation,,margery@zenithgallery.com,1977-11-22T00:00:00.000Z,Margery Goldberg,LSXR90997072019,"Art Consulting for Corporate & Residential Clients Art Appraisal Services Portraiture and Commissioned Art Exhibitions in Washington, DC and Beyond Outdoor and Monumental Sculpture and Fountains Framing",,1429 IRIS STREET NW Washington DC 20012 ,true,"Local Business Enterprise (LBE);Longtime Resident Business (LRB);Small Business Enterprise (SBE);Resident Owned Business (ROB);",258040,397003.84,146059.53,38.9824588225543,-77.0345802842442
1544,Total Quality Building Services,"Victor Moran;Thaddeus Tatem",2019-06-22T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.totalqualitybuildingservices.com,3,2016-05-25T00:00:00.000Z,10,2022489700,,Corporation,2027221670,info@tqservices.biz,1993-12-19T00:00:00.000Z,Victor Moran,LSR59835062019,"Janitorial/Custodial and Housekeepping Services, Building Maintenance, Trash removal, snow removal",,5335 WISCONSIN AVENUE NW WASHINGTON DC 20015 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",303179,392646.48,143583.12,38.9601250647371,-77.0848443210189
1545,Total Services LLC,"Maria Tueros;Juan Tueros",2021-11-20T00:00:00.000Z,2019-02-08T05:02:22.000Z,,2,2018-11-20T00:00:00.000Z,5,2024992304,,LLC,,totalservicesllc@hotmail.com,2011-07-06T00:00:00.000Z,Maria Tueros,LS51916112021,Janitorial Services,.05,1300 L STREET NW Washington DC 20005 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);",240642,397398.7,137295.77,38.9035136301575,-77.0299897657324
1546,"Total Solutions Group, LLC",Mohammed Ali Sadaat,2020-03-17T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.gototsg-dc.com,2,2017-06-20T00:00:00.000Z,7,2024348780,,LLC,2024348781,info@gototsg.com,2016-01-21T00:00:00.000Z,Mohammed Ali Sadaat,LSD23373032020,We sell office supplies and products,,1200 G STREET NW Washington DC 20005 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);",278917,397527.87,136688.58,38.8980442187881,-77.0284984104825
1547,"Toucan Printing & Promotional Products, Inc.","Gerry Inglesby;Jim Inglesby;Tom Inglesby",2021-06-05T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.printdc.com,6,2018-06-05T00:00:00.000Z,7,2025430162,,Corporation,2025432938,jim@printdc.com,2003-01-01T00:00:00.000Z,Jim Inglesby,LSZ27601062021,Provides cost management programs for printing to commercial and government concerns.,.07,220 I STREET NE WASHINGTON DC 20002 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",50714,399774.95,137075.05,38.9015291265013,-77.0025944754136
1548,"Touch Media Systems, LLC",Dale Dykes,2021-10-18T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.touchav.com,4,2018-10-18T00:00:00.000Z,12,2024387467,,LLC,,,2004-11-04T00:00:00.000Z,Dale Dykes,LSDR30828102021,"Touch Media Systems (TMS) is a custom Audio Video and Integration company serving the residential, commercial and government markets. With over 15 years of combined industry experience, TMS specializes in the custom design, installation and integration of audio, video and control systems including but not limited to: video teleconferencing, CCTV, Digital Signage, access control, smart boards and presentation systems.",.12,343 CEDAR STREET NW WASHINGTON DC 20012 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",295764,398433.45,145227.74,38.9749695874043,-77.0180784904426
1549,"TPM Group, LLC",Lincoln Tyson,2021-12-14T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.tpmgroupdc.com,6,2018-12-14T00:00:00.000Z,9,2027750096,,LLC,2023188950,lincolntyson@icloud.com,2009-03-25T00:00:00.000Z,Lincoln Tyson,LSDZ18355122021,TPM Group is a relocation and construction project management firm that hires and manages moving companies and construction trade companies.,.09,1220 12TH STREET SE WASHINGTON DC 20003 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",289713,400872.59,134157.47,38.875246061989,-76.9899441036948
1550,"TPW Consultants, LLC (Formerly Paulette Washington dba TPW Consultants)",Paulette Washington,2019-11-08T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.tpwconsultants.com,2,2016-10-26T00:00:00.000Z,9,2025957380,,Sole Proprietorship,2026404441,pwashington@tpwconsultants.com,2006-05-06T00:00:00.000Z,Paulette Washington,LSDZ82007112019,"Paulette Washington dba TPW Consultants provides Information Technology Services and Temporary Support Services to State and Local Governements Agencies. Hardware and Software Equipment, Network Administration Services, Office Equipment, Staff Augmentation ans Clerical Professional Staffing",,1426 9TH STREET NW WASHINGTON DC 20001 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",243060,397902.33,137950.53,38.9094132820278,-77.0241855360662
1551,Transco,Jerry Schaeffer,2019-08-31T00:00:00.000Z,2019-02-08T05:02:22.000Z,Jschaeffer888@aol.com,7,2016-08-16T00:00:00.000Z,12,2023980530,,Corporation,2023985710,jschaeffer888@aol.com,1983-05-17T00:00:00.000Z,Jeff schaeffer,LSZXR89450082019,"Full service Taxicab company, specializing in sales & repairs",,3399 BENNING ROAD NE WASHINGTON DC 20019 ,true,"Local Business Enterprise (LBE);Longtime Resident Business (LRB);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",287848,403651.86,136494.27,38.8962896946707,-76.9579028417962
1552,Transformative Solutions Inc,Eva Telemaque,2020-05-19T00:00:00.000Z,2019-02-08T05:02:22.000Z,,2,2017-05-10T00:00:00.000Z,12,2028710070,,Corporation,,,2017-03-01T00:00:00.000Z,Eva Telemaque,LSDZR43209052020,consulting and advisory services,,1420 N STREET NW Washington DC 20005 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",226615,397136.28,137681.53,38.9069878752328,-77.0330167514053
1553,Travail Staffing Inc.,Michael Rosinbum,2019-07-29T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.travailstaffing.com,1,2016-07-13T00:00:00.000Z,12,2029623981,,Corporation,,travailstaffinginc@gmail.com,2009-07-01T00:00:00.000Z,Michael Rosinbum,LSZR22278072019,Professional Services and sales,,1345 EUCLID STREET NW WASHINGTON DC 20009 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",231662,397299.02,139573.24,38.924029543164,-77.0311479112963
1554,"Travis Price Architects, Inc",Travis Price III,2019-06-30T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.TravisPriceArchitects.com,2,2016-05-27T00:00:00.000Z,10,2029657000,,Corporation,,administration@travispricearchitects.com,1980-05-01T00:00:00.000Z,Travis Price III,LSR46270062019,"Architects, Interior Design, Planning,",,1028 33RD STREET NW WASHINGTON DC 20007 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",273705,394254.54,137403.42,38.9044684508993,-77.066238925887
1555,TRE Associates,Terry Rumsey,2019-05-18T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.treassociates.com,4,2016-05-03T00:00:00.000Z,12,2027265867,,Sole Proprietorship,2027269003,tc.rums@verizon.net,1997-01-01T00:00:00.000Z,Terry Cornwell Rumsey,LSDR32957052019,"Organizational human resource and business development, customer servive, customized training curriculum development and delivery, strategic planning, teambuilding, recognition and rewards systems, leadership development.",,7801 14TH STREET NW WASHINGTON DC 20012 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",257174,397125.58,146270.53,38.9843599626314,-77.0331761029753
1556,Trebel International LLC,Alex Adeduwon,2019-04-03T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.trebelinternational.com,6,2016-03-22T00:00:00.000Z,9,2027473796,,LLC,,info@trebelinternational.com,2013-04-29T00:00:00.000Z,Alex Adeduwon,LSDZ22672042019,Information Technology/Security and Multimedia Production,,20 F STREET NW WASHINGTON DC 20001 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",307939,399134.79,136577.79,38.8970492326312,-77.0099738951736
1557,The Robert Bobb Group,Robert Bobb,2021-11-30T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.robertbobbgroup.com,2,2018-11-30T00:00:00.000Z,12,2027310006,,LLC,2025913200,bob@robertbobbgroup.com,2011-08-12T00:00:00.000Z,Robert Bobb,LSZR78244112021,"The Robert Bobb Group, LLC (RBG) is a global, minority-owned consulting firm specializing in public sector consulting and advisory services for city and state governments, including K-12 school districts. RBG is committed to providing superior solutions to government and private sector operations, educational entities, and professional services organizations. It employs a methodology that combines excellence in strategic planning, financial analysis, technology and data analytics, change management, business process reengineering, and project execution, while continuously innovating and helping its clients succeed in the Knowledge Era.",.12,1666 K STREET NW WASHINGTON DC 20006 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",243311,396701.89,137149.3,38.9021918383582,-77.0380224174619
1558,"Taurus Renovation Consultants, Inc.","Mark Yeager;Gail Montplaisir",2020-03-08T00:00:00.000Z,2019-02-08T05:02:22.000Z,,6,2017-02-15T00:00:00.000Z,10,2024624904,,Corporation,,,1987-07-15T00:00:00.000Z,Gail Montplaisir,LSR47365032020,"Construction Management, General Contracting, Energy Efficiency",,1341 H STREET NE WASHINGTON DC 20002 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",286083,401141.1,136903.73,38.8999851029062,-76.9868451818544
1559,Taylor Adams Associates,David Jannarone,2021-02-20T00:00:00.000Z,2019-02-08T05:02:22.000Z,,4,2018-02-20T00:00:00.000Z,10,2023751803,,LLC,,djannarone@tayloradamsassociates.com,2013-07-03T00:00:00.000Z,David Jannarone,LSR77900022021,Taylor Adams is a boutique real estate advisory firm that specializes in structuring and executing Public-Private Partnership projects on behalf of our partners and clients.,,3715 KANSAS AVENUE NW Washington DC 20010 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Resident Owned Business (ROB);",224949,397471.83,141024.11,38.9370999402725,-77.0291603976625
1560,TCG Property Care,"Krystal Talley;Samuel Augustine;Wade Cassamajor",2021-01-16T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.tcgpropertycare.com,7,2017-12-20T00:00:00.000Z,12,2402819508,,Corporation,,wecare@tcgpropertycare.com,2017-06-01T00:00:00.000Z,Wade Cassamajor,LSDZR82188012021,"TCG Property Care (“TCG”) is a minority owned company that provides property management services to property owners/investors in and around the Washington, D.C. metropolitan area. TCGs property management services will place emphasis on providing landscaping services as well.",,60 53RD PLACE SE Washington DC 20019 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",288746,406571.3,135546.99,38.8877392721528,-76.9242577959815
1561,"Team Consulting, Inc.",Bruce Hargrave,2020-09-12T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.teamhq.us,2,2017-08-21T00:00:00.000Z,9,2027702036,,Corporation,2027723101,,2002-11-15T00:00:00.000Z,Bruce M Hargrave,LSDV92930092020,"Professional Services Company specializing in Cyber Security,Telecommunications Infrastructure, Information Technology and Project Management, Construction Project Management",,1050 CONNECTICUT AVENUE NW WASHINGTON DC 20036 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Veteran Owned Business (VOB);Small Business Enterprise (SBE);",243417,396500.05,137295.43,38.9035074484905,-77.0403500838076
1562,TEAM TECHNOLOGY INC.,Bereket Obagabir,2021-05-25T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.teamtechnologyinc.com,2,2018-05-25T00:00:00.000Z,9,2028423340,,Corporation,2028423361,tti@teamtechnologyinc.com,2000-01-01T00:00:00.000Z,Gopal Krishnan,LSDZ48553052021,"Software Development, Web Development,",.09,819 7TH STREET NW WASHINGTON DC 20001 ,true,"Local Business Enterprise (LBE);Disadvantaged Business Enterprise (DBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);",285564,398124.31,136952.41,38.9004223692448,-77.0216234442575
1563,"Tech Analysis, Inc.",Kyle Worley,2019-06-03T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.techanalysisinc.com,2,2016-06-05T00:00:00.000Z,12,2024314650,,Corporation,,contact@techanalysisinc.com,2010-07-19T00:00:00.000Z,Kyle Worley,LSZR63655062019,"Tech Analysis provides Information Technology consulting services with a focus on Business Analysis, Systems Analysis, and Quality Assurance while supporting Project Management and Information Technology modernization. Our services include: \t ?\tBusiness Strategy & Process Mapping ?\tBusiness and System Requirements & Solutions ?\tSDLC Agile, Waterfall, & Hybrid Approaches ?\tApplication & Web, Design & Development ?\tCommercial Off the Shelf (COTS) Integration ?\tDatabase Design, Development, & Maintenance ?\tArchitecture Solutions ?\tVerification & Validation Service ?\tQuality Assurance & User Testing ?\tUser Training",,1117 10TH STREET NW Washington DC 20001 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",300317,397768.87,137436.24,38.9047800508109,-77.0257226208699
1564,Tech Go-To Guys,Supreme Aquil,2020-12-29T00:00:00.000Z,2019-02-08T05:02:22.000Z,www.techgotoguys.com,1,2017-12-07T00:00:00.000Z,12,2022105295,,LLC,,,2007-07-06T00:00:00.000Z,Supreme Aquil,LSZR17337122020,"Information Technology Services and Staffing, Cloud Computing, Custom Computer Software Design Services",,737 FAIRMONT STREET NW WASHINGTON DC 20001 ,true,"Local Business Enterprise (LBE);Small Business Enterprise (SBE);Development Enterprise Zone (DZE);Resident Owned Business (ROB);",232414,397926.39,139712.51,38.9252858359218,-77.0239134527926
